Entity,Day,"People vaccinated (cumulative, per hundred)"
European Union (27),2023-06-15,75.22416
European Union (27),2023-06-16,75.22504
European Union (27),2023-06-17,75.22589
European Union (27),2023-06-18,75.226746
European Union (27),2023-06-19,75.227615
European Union (27),2023-06-20,75.2285
European Union (27),2023-06-21,75.22937
European Union (27),2023-06-22,75.23025
European Union (27),2023-06-23,75.231125
European Union (27),2023-06-24,75.23198
European Union (27),2023-06-25,75.232834
European Union (27),2023-06-26,75.233696
European Union (27),2023-06-27,75.23457
European Union (27),2023-06-28,75.23544
European Union (27),2023-06-29,75.236305
European Union (27),2023-06-30,75.237175
European Union (27),2023-07-01,75.238045
European Union (27),2023-07-02,75.23891
European Union (27),2023-07-03,75.239784
European Union (27),2023-07-04,75.24067
European Union (27),2023-07-05,75.24155
European Union (27),2023-07-06,75.242424
European Union (27),2023-07-07,75.2433
European Union (27),2023-07-08,75.24417
European Union (27),2023-07-09,75.24503
European Union (27),2023-07-10,75.24591
European Union (27),2023-07-11,75.24678
European Union (27),2023-07-12,75.24764
European Union (27),2023-07-13,75.24852
European Union (27),2023-07-14,75.24938
European Union (27),2023-07-15,75.25025
European Union (27),2023-07-16,75.251114
European Union (27),2023-07-17,75.251976
European Union (27),2023-07-18,75.252846
European Union (27),2023-07-19,75.253716
European Union (27),2023-07-20,75.25458
European Union (27),2023-07-21,75.25545
European Union (27),2023-07-22,75.25631
European Union (27),2023-07-23,75.25717
European Union (27),2023-07-24,75.25812
European Union (27),2023-07-25,75.25898
European Union (27),2023-07-26,75.25984
European Union (27),2023-07-27,75.26072
European Union (27),2023-07-28,75.26158
European Union (27),2023-07-29,75.26244
European Union (27),2023-07-30,75.26331
European Union (27),2023-07-31,75.264175
European Union (27),2023-08-01,75.26505
European Union (27),2023-08-02,75.265915
European Union (27),2023-08-03,75.266785
European Union (27),2023-08-04,75.26765
European Union (27),2023-08-05,75.26851
European Union (27),2023-08-06,75.26937
European Union (27),2023-08-07,75.27023
European Union (27),2023-08-08,75.2711
European Union (27),2023-08-09,75.271965
European Union (27),2023-08-10,75.272835
European Union (27),2023-08-11,75.2737
European Union (27),2023-08-12,75.27457
European Union (27),2023-08-13,75.27543
European Union (27),2023-08-14,75.27629
European Union (27),2023-08-15,75.27715
European Union (27),2023-08-16,75.278015
European Union (27),2023-08-17,75.278885
European Union (27),2023-08-18,75.27975
European Union (27),2023-08-19,75.28062
European Union (27),2023-08-20,75.28148
European Union (27),2023-08-21,75.28234
European Union (27),2023-08-22,75.28321
European Union (27),2023-08-23,75.28408
European Union (27),2023-08-24,75.28495
European Union (27),2023-08-25,75.28582
European Union (27),2023-08-26,75.28668
European Union (27),2023-08-27,75.287544
European Union (27),2023-08-28,75.288414
European Union (27),2023-08-29,75.289276
European Union (27),2023-08-30,75.290146
European Union (27),2023-08-31,75.291016
European Union (27),2023-09-01,75.291885
European Union (27),2023-09-02,75.292755
European Union (27),2023-09-03,75.29362
European Union (27),2023-09-04,75.29448
European Union (27),2023-09-05,75.29535
European Union (27),2023-09-06,75.29621
European Union (27),2023-09-07,75.29708
European Union (27),2023-09-08,75.29794
European Union (27),2023-09-09,75.298805
European Union (27),2023-09-10,75.29967
European Union (27),2023-09-11,75.30053
European Union (27),2023-09-12,75.30139
European Union (27),2023-09-13,75.30226
European Union (27),2023-09-14,75.30313
European Union (27),2023-09-15,75.304
European Union (27),2023-09-16,75.30486
European Union (27),2023-09-17,75.305725
European Union (27),2023-09-18,75.306595
European Union (27),2023-09-19,75.30746
European Union (27),2023-09-20,75.30833
European Union (27),2023-09-21,75.3092
European Union (27),2023-09-22,75.31007
European Union (27),2023-09-23,75.311844
European Union (27),2023-09-24,75.31362
European Union (27),2023-09-25,75.31551
European Union (27),2023-09-26,75.31742
European Union (27),2023-09-27,75.31932
European Union (27),2023-09-28,75.32122
European Union (27),2023-09-29,75.32313
European Union (27),2023-09-30,75.32411
European Union (27),2023-10-01,75.325096
European Union (27),2023-10-02,75.32609
European Union (27),2023-10-03,75.32709
European Union (27),2023-10-04,75.32809
European Union (27),2023-10-05,75.329094
European Union (27),2023-10-06,75.330086
European Union (27),2023-10-07,75.33107
European Union (27),2023-10-08,75.332054
European Union (27),2023-10-09,75.33305
European Union (27),2023-10-10,75.33405
European Union (27),2023-10-11,75.33506
European Union (27),2023-10-12,75.33606
European Union (27),2023-10-13,75.33707
European Union (27),2023-10-14,75.33805
European Union (27),2023-10-15,75.33904
European Union (27),2023-10-16,75.34004
European Union (27),2023-10-17,75.34104
European Union (27),2023-10-18,75.34205
European Union (27),2023-10-19,75.34306
European Union (27),2023-10-20,75.34407
European Union (27),2023-10-21,75.345055
European Union (27),2023-10-22,75.34605
European Union (27),2023-10-23,75.347046
European Union (27),2023-10-24,75.34806
European Union (27),2023-10-25,75.349075
European Union (27),2023-10-26,75.35008
European Union (27),2023-10-27,75.35109
European Union (27),2023-10-28,75.35208
European Union (27),2023-10-29,75.353065
European Union (27),2023-10-30,75.354065
European Union (27),2023-10-31,75.35507
European Union (27),2023-11-01,75.35607
European Union (27),2023-11-02,75.35708
European Union (27),2023-11-03,75.358086
European Union (27),2023-11-04,75.35908
European Union (27),2023-11-05,75.36006
European Union (27),2023-11-06,75.36106
European Union (27),2023-11-07,75.36208
European Union (27),2023-11-08,75.36309
European Union (27),2023-11-09,75.364105
European Union (27),2023-11-10,75.365105
European Union (27),2023-11-11,75.36665
European Union (27),2023-11-12,75.368195
European Union (27),2023-11-13,75.36974
European Union (27),2023-11-14,75.3713
European Union (27),2023-11-15,75.37286
European Union (27),2023-11-16,75.37443
European Union (27),2023-11-17,75.375984
European Union (27),2023-11-18,75.377525
European Union (27),2023-11-19,75.37907
European Union (27),2023-11-20,75.38062
European Union (27),2023-11-21,75.38218
European Union (27),2023-11-22,75.38373
European Union (27),2023-11-23,75.385284
European Union (27),2023-11-24,75.38684
European Union (27),2023-11-25,75.388374
European Union (27),2023-11-26,75.389915
European Union (27),2023-11-27,75.39146
European Union (27),2023-11-28,75.39302
European Union (27),2023-11-29,75.39457
European Union (27),2023-11-30,75.396126
European Union (27),2023-12-01,75.397675
European Union (27),2023-12-02,75.39921
European Union (27),2023-12-03,75.40074
European Union (27),2023-12-04,75.40228
European Union (27),2023-12-05,75.40383
European Union (27),2023-12-06,75.40537
European Union (27),2023-12-07,75.40692
European Union (27),2023-12-08,75.40846
European Union (27),2023-12-09,75.409996
European Union (27),2023-12-10,75.41153
European Union (27),2023-12-11,75.41307
European Union (27),2023-12-12,75.41462
European Union (27),2023-12-13,75.41616
European Union (27),2023-12-14,75.41771
European Union (27),2023-12-15,75.41926
European Union (27),2023-12-16,75.4208
European Union (27),2023-12-17,75.42233
European Union (27),2023-12-18,75.423874
European Union (27),2023-12-19,75.42542
European Union (27),2023-12-20,75.42697
European Union (27),2023-12-21,75.42852
European Union (27),2023-12-22,75.43007
European Union (27),2023-12-23,75.43161
European Union (27),2023-12-24,75.43161
European Union (27),2023-12-25,75.43162
European Union (27),2023-12-26,75.43162
European Union (27),2023-12-27,75.431625
European Union (27),2023-12-28,75.43164
European Union (27),2023-12-29,75.43165
European Union (27),2023-12-30,75.43165
European Union (27),2023-12-31,75.43165
European Union (27),2024-01-01,75.431656
European Union (27),2024-01-02,75.43166
European Union (27),2024-01-03,75.43167
European Union (27),2024-01-04,75.43168
European Union (27),2024-01-05,75.431694
European Union (27),2024-01-06,75.431694
European Union (27),2024-01-07,75.431694
European Union (27),2024-01-08,75.4317
European Union (27),2024-01-09,75.43172
European Union (27),2024-01-10,75.431725
European Union (27),2024-01-11,75.43173
European Union (27),2024-01-12,75.43174
European Union (27),2024-01-13,75.43175
European Union (27),2024-01-14,75.43175
European Union (27),2024-01-15,75.43175
European Union (27),2024-01-16,75.431755
European Union (27),2024-01-17,75.43176
European Union (27),2024-01-18,75.43177
European Union (27),2024-01-19,75.431786
European Union (27),2024-01-20,75.431786
European Union (27),2024-01-21,75.431786
European Union (27),2024-01-22,75.43179
European Union (27),2024-01-23,75.43179
European Union (27),2024-01-24,75.43181
European Union (27),2024-01-25,75.431816
European Union (27),2024-01-26,75.43182
European Union (27),2024-01-27,75.43182
European Union (27),2024-01-28,75.43182
European Union (27),2024-01-29,75.43182
European Union (27),2024-01-30,75.43183
European Union (27),2024-01-31,75.43184
European Union (27),2024-02-01,75.43185
European Union (27),2024-02-02,75.43185
European Union (27),2024-02-03,75.43185
European Union (27),2024-02-04,75.431854
European Union (27),2024-02-05,75.431854
European Union (27),2024-02-06,75.43186
European Union (27),2024-02-07,75.43186
European Union (27),2024-02-08,75.43187
European Union (27),2024-02-09,75.43187
European Union (27),2024-02-10,75.43187
European Union (27),2024-02-11,75.43188
European Union (27),2024-02-12,75.43188
European Union (27),2024-02-13,75.43188
European Union (27),2024-02-14,75.431885
European Union (27),2024-02-15,75.43189
European Union (27),2024-02-16,75.43189
European Union (27),2024-02-17,75.43189
European Union (27),2024-02-18,75.43189
European Union (27),2024-02-19,75.43189
European Union (27),2024-02-20,75.4319
European Union (27),2024-02-21,75.4319
European Union (27),2024-02-22,75.43191
European Union (27),2024-02-23,75.43191
European Union (27),2024-02-24,75.43191
European Union (27),2024-02-25,75.43191
European Union (27),2024-02-26,75.43191
European Union (27),2024-02-27,75.431915
European Union (27),2024-02-28,75.431915
European Union (27),2024-02-29,75.431915
European Union (27),2024-03-01,75.43192
European Union (27),2024-03-02,75.43192
European Union (27),2024-03-03,75.43192
European Union (27),2024-03-04,75.43192
European Union (27),2024-03-05,75.43192
European Union (27),2024-03-06,75.43192
European Union (27),2024-03-07,75.43192
European Union (27),2024-03-08,75.43193
European Union (27),2024-03-09,75.43193
European Union (27),2024-03-10,75.43193
European Union (27),2024-03-11,75.43193
European Union (27),2024-03-12,75.43193
European Union (27),2024-03-13,75.43193
European Union (27),2024-03-14,75.43193
European Union (27),2024-03-15,75.43194
European Union (27),2024-03-16,75.43194
European Union (27),2024-03-17,75.43194
European Union (27),2024-03-18,75.43194
European Union (27),2024-03-19,75.43194
European Union (27),2024-03-20,75.43194
European Union (27),2024-03-21,75.431946
European Union (27),2024-03-22,75.431946
European Union (27),2024-03-23,75.431946
European Union (27),2024-03-24,75.431946
European Union (27),2024-03-25,75.431946
European Union (27),2024-03-26,75.431946
European Union (27),2024-03-27,75.43195
European Union (27),2024-03-28,75.43195
European Union (27),2024-03-29,75.43195
European Union (27),2024-03-30,75.43196
European Union (27),2024-03-31,75.43196
European Union (27),2024-04-01,75.43196
European Union (27),2024-04-02,75.43196
European Union (27),2024-04-03,75.43196
European Union (27),2024-04-04,75.43196
European Union (27),2024-04-05,75.43196
European Union (27),2024-04-06,75.43196
European Union (27),2024-04-07,75.43196
European Union (27),2024-04-08,75.43197
European Union (27),2024-04-09,75.43197
European Union (27),2024-04-10,75.43197
European Union (27),2024-04-11,75.43197
European Union (27),2024-04-12,75.43198
European Union (27),2024-04-13,75.43198
European Union (27),2024-04-14,75.43198
European Union (27),2024-04-15,75.43198
European Union (27),2024-04-16,75.43198
European Union (27),2024-04-17,75.43198
European Union (27),2024-04-18,75.431984
European Union (27),2024-04-19,75.431984
European Union (27),2024-04-20,75.431984
European Union (27),2024-04-21,75.431984
European Union (27),2024-04-22,75.431984
European Union (27),2024-04-23,75.43199
European Union (27),2024-04-24,75.43202
European Union (27),2024-04-25,75.43202
European Union (27),2024-04-26,75.43202
European Union (27),2024-04-27,75.43203
European Union (27),2024-04-28,75.43203
European Union (27),2024-04-29,75.43204
European Union (27),2024-04-30,75.432045
European Union (27),2024-05-01,75.43206
European Union (27),2024-05-02,75.43207
European Union (27),2024-05-03,75.432076
European Union (27),2024-05-04,75.432076
European Union (27),2024-05-05,75.432076
European Union (27),2024-05-06,75.43208
European Union (27),2024-05-07,75.43209
European Union (27),2024-05-08,75.432106
European Union (27),2024-05-09,75.43212
European Union (27),2024-05-10,75.43212
European Union (27),2024-05-11,75.43212
European Union (27),2024-05-12,75.43212
European Union (27),2024-05-13,75.43212
European Union (27),2024-05-14,75.43213
European Union (27),2024-05-15,75.43213
European Union (27),2024-05-16,75.43213
European Union (27),2024-05-17,75.43213
European Union (27),2024-05-18,75.43213
European Union (27),2024-05-19,75.43213
European Union (27),2024-05-20,75.43213
European Union (27),2024-05-21,75.43213
European Union (27),2024-05-22,75.43213
European Union (27),2024-05-23,75.43214
European Union (27),2024-05-24,75.43214
European Union (27),2024-05-25,75.43214
European Union (27),2024-05-26,75.43214
European Union (27),2024-05-27,75.43214
European Union (27),2024-05-28,75.43214
European Union (27),2024-05-29,75.43214
European Union (27),2024-05-30,75.43214
European Union (27),2024-05-31,75.43214
European Union (27),2024-06-01,75.43214
European Union (27),2024-06-02,75.43214
European Union (27),2024-06-03,75.43214
European Union (27),2024-06-04,75.432144
European Union (27),2024-06-05,75.432144
European Union (27),2024-06-06,75.432144
European Union (27),2024-06-07,75.432144
European Union (27),2024-06-08,75.432144
European Union (27),2024-06-09,75.432144
European Union (27),2024-06-10,75.432144
European Union (27),2024-06-11,75.432144
European Union (27),2024-06-12,75.432144
European Union (27),2024-06-13,75.432144
European Union (27),2024-06-14,75.432144
European Union (27),2024-06-15,75.432144
European Union (27),2024-06-16,75.43215
European Union (27),2024-06-17,75.43215
European Union (27),2024-06-18,75.43215
European Union (27),2024-06-19,75.43215
European Union (27),2024-06-20,75.43215
European Union (27),2024-06-21,75.43215
European Union (27),2024-06-22,75.43215
European Union (27),2024-06-23,75.43215
European Union (27),2024-06-24,75.43215
European Union (27),2024-06-25,75.43215
European Union (27),2024-06-26,75.43216
European Union (27),2024-06-27,75.43216
European Union (27),2024-06-28,75.43216
European Union (27),2024-06-29,75.43216
European Union (27),2024-06-30,75.43216
European Union (27),2024-07-01,75.43216
European Union (27),2024-07-02,75.43216
European Union (27),2024-07-03,75.43216
European Union (27),2024-07-04,75.43216
European Union (27),2024-07-05,75.43216
European Union (27),2024-07-06,75.43216
European Union (27),2024-07-07,75.43216
European Union (27),2024-07-08,75.43216
European Union (27),2024-07-09,75.43216
European Union (27),2024-07-10,75.43216
European Union (27),2024-07-11,75.43216
European Union (27),2024-07-12,75.43216
European Union (27),2024-07-13,75.43216
European Union (27),2024-07-14,75.43216
European Union (27),2024-07-15,75.43216
European Union (27),2024-07-16,75.43216
European Union (27),2024-07-17,75.43216
European Union (27),2024-07-18,75.43216
European Union (27),2024-07-19,75.43216
European Union (27),2024-07-20,75.43216
European Union (27),2024-07-21,75.43216
European Union (27),2024-07-22,75.43216
European Union (27),2024-07-23,75.43216
European Union (27),2024-07-24,75.43216
European Union (27),2024-07-25,75.43216
European Union (27),2024-07-26,75.43216
European Union (27),2024-07-27,75.43216
European Union (27),2024-07-28,75.43216
European Union (27),2024-07-29,75.43216
European Union (27),2024-07-30,75.43216
European Union (27),2024-07-31,75.43216
European Union (27),2024-08-01,75.43216
European Union (27),2024-08-02,75.43216
European Union (27),2024-08-03,75.43216
European Union (27),2024-08-04,75.43216
European Union (27),2024-08-05,75.43216
European Union (27),2024-08-06,75.43216
European Union (27),2024-08-07,75.43216
European Union (27),2024-08-08,75.43216
European Union (27),2024-08-09,75.43216
European Union (27),2024-08-10,75.43216
European Union (27),2024-08-11,75.43216
European Union (27),2024-08-12,75.43216
Falkland Islands,2021-02-07,0
Falkland Islands,2021-02-15,43.100994
Falkland Islands,2021-02-22,49.274536
Falkland Islands,2021-03-26,62.219063
Falkland Islands,2021-04-07,74.110954
Falkland Islands,2021-04-14,74.87909
Faroe Islands,2021-01-29,7.3891077
Faroe Islands,2021-02-06,7.4964375
Faroe Islands,2021-02-08,7.583412
Faroe Islands,2021-02-10,7.6500306
Faroe Islands,2021-02-21,7.7110977
Faroe Islands,2021-02-23,7.7203503
Faroe Islands,2021-02-24,7.7536592
Faroe Islands,2021-03-03,7.79252
Faroe Islands,2021-03-04,7.842484
Faroe Islands,2021-03-05,7.866541
Faroe Islands,2021-03-06,7.866541
Faroe Islands,2021-03-08,7.8831954
Faroe Islands,2021-03-12,9.069376
Faroe Islands,2021-03-16,9.2303705
Faroe Islands,2021-03-17,9.572716
Faroe Islands,2021-03-18,9.824386
Faroe Islands,2021-03-22,9.970577
Faroe Islands,2021-03-26,10.336979
Faroe Islands,2021-03-27,10.831066
Faroe Islands,2021-03-30,12.289272
Faroe Islands,2021-04-08,13.592035
Faroe Islands,2021-04-12,15.51102
Faroe Islands,2021-04-13,16.421473
Faroe Islands,2021-04-14,17.302319
Faroe Islands,2021-04-15,17.63171
Faroe Islands,2021-04-19,17.676123
Faroe Islands,2021-04-21,17.840818
Faroe Islands,2021-04-22,19.026999
Faroe Islands,2021-04-24,21.745405
Faroe Islands,2021-04-26,23.59037
Faroe Islands,2021-04-27,25.326153
Faroe Islands,2021-04-28,26.754751
Faroe Islands,2021-05-06,27.282148
Faroe Islands,2021-05-08,29.809952
Faroe Islands,2021-05-09,31.266308
Faroe Islands,2021-05-11,34.086494
Faroe Islands,2021-05-13,35.174595
Faroe Islands,2021-05-16,35.44292
Faroe Islands,2021-05-22,35.540997
Faroe Islands,2021-05-23,35.97772
Faroe Islands,2021-05-24,37.141693
Faroe Islands,2021-05-25,37.604324
Faroe Islands,2021-05-26,37.84304
Faroe Islands,2021-05-28,38.266808
Faroe Islands,2021-05-30,38.327873
Faroe Islands,2021-06-03,38.873775
Faroe Islands,2021-06-04,39.615833
Faroe Islands,2021-06-06,40.494827
Faroe Islands,2021-06-07,41.65695
Faroe Islands,2021-06-09,44.166252
Faroe Islands,2021-06-13,47.158535
Faroe Islands,2021-06-15,47.532337
Faroe Islands,2021-06-16,47.728493
Faroe Islands,2021-06-18,47.846924
Faroe Islands,2021-06-19,47.869133
Faroe Islands,2021-06-20,48.024574
Faroe Islands,2021-06-21,48.307705
Faroe Islands,2021-06-22,48.716667
Faroe Islands,2021-06-24,49.73075
Faroe Islands,2021-06-25,50.76704
Faroe Islands,2021-06-28,51.92546
Faroe Islands,2021-06-30,52.63421
Faroe Islands,2021-07-01,52.91734
Faroe Islands,2021-07-04,54.677177
Faroe Islands,2021-07-05,56.25752
Faroe Islands,2021-07-06,57.179073
Faroe Islands,2021-07-07,58.47999
Faroe Islands,2021-07-08,58.81123
Faroe Islands,2021-07-11,60.099186
Faroe Islands,2021-07-12,60.64694
Faroe Islands,2021-07-13,60.981884
Faroe Islands,2021-07-14,61.36494
Faroe Islands,2021-07-15,61.757248
Faroe Islands,2021-07-19,62.826847
Faroe Islands,2021-07-20,62.948982
Faroe Islands,2021-07-21,63.217304
Faroe Islands,2021-07-22,63.391254
Faroe Islands,2021-07-25,63.65588
Faroe Islands,2021-07-27,63.944557
Faroe Islands,2021-07-28,64.13331
Faroe Islands,2021-08-03,64.66811
Faroe Islands,2021-08-05,64.83651
Faroe Islands,2021-08-06,65.38426
Faroe Islands,2021-08-09,65.81728
Faroe Islands,2021-08-10,65.972725
Faroe Islands,2021-08-11,66.2355
Faroe Islands,2021-08-12,66.48531
Faroe Islands,2021-08-15,66.49457
Faroe Islands,2021-08-16,66.72218
Faroe Islands,2021-08-17,66.86467
Faroe Islands,2021-08-18,66.9535
Faroe Islands,2021-08-19,67.110794
Faroe Islands,2021-08-24,67.56416
Faroe Islands,2021-08-26,67.77512
Faroe Islands,2021-08-30,67.849144
Faroe Islands,2021-08-31,67.93427
Faroe Islands,2021-09-01,67.986084
Faroe Islands,2021-09-02,68.071205
Faroe Islands,2021-09-06,68.35804
Faroe Islands,2021-09-07,68.48387
Faroe Islands,2021-09-08,68.66522
Faroe Islands,2021-09-10,68.98166
Faroe Islands,2021-09-14,69.29625
Faroe Islands,2021-09-15,69.38137
Faroe Islands,2021-09-16,69.520164
Faroe Islands,2021-09-20,69.68671
Faroe Islands,2021-09-22,69.88471
Faroe Islands,2021-09-23,70.10863
Faroe Islands,2021-09-26,70.24741
Faroe Islands,2021-09-27,70.428764
Faroe Islands,2021-09-28,70.52129
Faroe Islands,2021-10-01,70.85253
Faroe Islands,2021-10-05,71.19118
Faroe Islands,2021-10-08,71.51687
Faroe Islands,2021-10-10,71.54648
Faroe Islands,2021-10-11,71.65011
Faroe Islands,2021-10-13,71.744484
Faroe Islands,2021-10-15,71.966545
Faroe Islands,2021-10-18,72.06277
Faroe Islands,2021-10-19,72.114586
Faroe Islands,2021-10-20,72.28113
Faroe Islands,2021-10-21,72.38106
Faroe Islands,2021-10-26,72.55871
Faroe Islands,2021-10-27,72.68639
Faroe Islands,2021-10-28,73.10091
Faroe Islands,2021-10-31,73.50062
Faroe Islands,2021-11-02,74.024315
Faroe Islands,2021-11-03,74.109436
Faroe Islands,2021-11-05,74.39997
Faroe Islands,2021-12-22,76.58728
Faroe Islands,2021-12-27,76.63909
Faroe Islands,2021-12-28,76.6613
Faroe Islands,2021-12-30,76.6798
Faroe Islands,2022-01-03,76.703865
Faroe Islands,2022-01-05,76.70571
Faroe Islands,2022-01-06,76.77603
Faroe Islands,2022-01-09,76.818596
Faroe Islands,2022-01-10,76.83155
Faroe Islands,2022-01-11,76.85005
Faroe Islands,2022-01-13,76.90187
Faroe Islands,2022-01-18,76.92407
Faroe Islands,2022-01-19,76.93703
Faroe Islands,2022-01-20,76.99439
Faroe Islands,2022-01-25,77.10358
Faroe Islands,2022-01-28,77.12763
Faroe Islands,2022-01-31,77.14059
Faroe Islands,2022-02-01,77.14243
Faroe Islands,2022-02-02,77.16094
Faroe Islands,2022-02-03,77.16279
Faroe Islands,2022-02-07,77.16649
Faroe Islands,2022-02-08,77.16834
Faroe Islands,2022-02-10,77.17389
Faroe Islands,2022-02-14,77.1776
Faroe Islands,2022-02-16,77.190544
Faroe Islands,2022-02-18,77.19425
Fiji,2021-03-17,0
Fiji,2021-04-13,0.68281585
Fiji,2021-04-15,3.0132866
Fiji,2021-04-16,6.0907435
Fiji,2021-04-20,6.0907435
Fiji,2021-05-11,10.1149845
Fiji,2021-05-25,11.639194
Fiji,2021-06-01,14.81867
Fiji,2021-06-08,23.800667
Fiji,2021-06-15,25.879133
Fiji,2021-06-21,27.845356
Fiji,2021-06-29,30.33995
Fiji,2021-07-06,35.28955
Fiji,2021-07-13,38.432045
Fiji,2021-07-20,42.7543
Fiji,2021-07-27,47.983204
Fiji,2021-08-02,52.70984
Fiji,2021-08-09,55.71747
Fiji,2021-08-16,58.047504
Fiji,2021-08-23,59.086082
Fiji,2021-08-31,60.79258
Fiji,2021-09-07,61.582855
Fiji,2021-09-14,61.990498
Fiji,2021-09-21,63.94715
Fiji,2021-09-28,64.31097
Fiji,2021-10-05,64.54469
Fiji,2021-10-12,64.700226
Fiji,2021-10-18,67.4043
Fiji,2021-10-25,67.9132
Fiji,2021-11-01,68.41275
Fiji,2021-11-08,68.57786
Fiji,2021-11-15,68.79331
Fiji,2021-11-22,68.90284
Fiji,2021-11-30,70.8397
Fiji,2021-12-06,71.33315
Fiji,2021-12-13,71.70219
Fiji,2021-12-20,71.94169
Fiji,2022-01-04,72.09352
Fiji,2022-01-11,72.175095
Fiji,2022-01-18,72.21544
Fiji,2022-01-24,72.25829
Fiji,2022-01-31,72.32519
Fiji,2022-02-07,72.38131
Fiji,2022-02-14,72.45831
Fiji,2022-02-21,72.540535
Fiji,2022-02-28,72.62548
Fiji,2022-03-07,72.67986
Fiji,2022-03-14,73.82427
Fiji,2022-03-21,73.95011
Fiji,2022-03-28,74.0443
Fiji,2022-04-04,74.2243
Fiji,2022-04-11,74.488815
Fiji,2022-04-18,74.53634
Fiji,2022-04-25,74.54124
Fiji,2022-05-02,74.78508
Fiji,2022-05-09,74.81119
Fiji,2022-05-16,76.73543
Fiji,2022-05-23,76.74935
Fiji,2022-05-30,76.77284
Fiji,2022-06-06,76.78611
Fiji,2022-06-13,76.8009
Fiji,2022-06-20,76.82135
Fiji,2022-06-27,76.8443
Fiji,2022-07-04,76.86725
Fiji,2022-07-11,76.87845
Fiji,2022-07-18,76.89738
Fiji,2022-07-25,76.94186
Fiji,2022-08-01,76.993416
Fiji,2022-08-08,77.03322
Fiji,2022-08-15,77.0566
Fiji,2022-08-22,77.091194
Fiji,2022-08-29,77.14111
Fiji,2022-09-05,77.14775
Fiji,2022-09-12,77.17635
Fiji,2022-09-19,77.20278
Fiji,2022-09-26,77.22171
Fiji,2022-10-04,77.2427
Fiji,2022-10-10,77.267494
Fiji,2022-10-17,77.2737
Fiji,2022-10-24,77.286095
Fiji,2022-10-31,77.29371
Fiji,2022-11-07,77.30534
Fiji,2022-11-14,77.312416
Fiji,2022-11-21,77.320465
Fiji,2022-11-28,77.35853
Fiji,2022-12-05,77.37735
Fiji,2022-12-12,77.38583
Fiji,2022-12-19,77.39116
Fiji,2023-01-04,77.39834
Fiji,2023-01-16,77.40225
Fiji,2023-01-23,77.4053
Fiji,2023-01-31,77.408455
Fiji,2023-02-06,77.41183
Fiji,2023-02-13,77.41694
Fiji,2023-02-20,77.41868
Fiji,2023-02-27,77.420525
Fiji,2023-03-06,77.42412
Fiji,2023-03-13,77.43118
Fiji,2023-03-20,77.431946
Fiji,2023-03-27,77.43401
Fiji,2023-04-03,77.44054
Fiji,2023-04-11,77.441734
Fiji,2023-04-17,77.44206
Fiji,2023-05-01,77.44217
Finland,2021-01-03,0.0012030237
Finland,2021-01-17,1.1153467
Finland,2021-01-24,2.0714452
Finland,2021-01-31,2.8218088
Finland,2021-02-07,3.2227747
Finland,2021-02-14,3.9299734
Finland,2021-02-21,5.3332915
Finland,2021-02-28,7.0289264
Finland,2021-03-07,9.016142
Finland,2021-03-14,11.230603
Finland,2021-03-21,13.499686
Finland,2021-03-28,15.466055
Finland,2021-04-04,17.842834
Finland,2021-04-11,20.846642
Finland,2021-04-18,24.515917
Finland,2021-04-25,27.95398
Finland,2021-05-02,31.489595
Finland,2021-05-09,35.18627
Finland,2021-05-16,38.14815
Finland,2021-05-23,41.399925
Finland,2021-05-30,44.342377
Finland,2021-06-06,47.538578
Finland,2021-06-13,51.490276
Finland,2021-06-20,55.548634
Finland,2021-06-27,57.980392
Finland,2021-07-04,60.70456
Finland,2021-07-11,62.652668
Finland,2021-07-18,64.162735
Finland,2021-07-25,65.3571
Finland,2021-08-01,66.528305
Finland,2021-08-08,67.697914
Finland,2021-08-15,69.319626
Finland,2021-08-22,71.050865
Finland,2021-08-29,72.20974
Finland,2021-09-05,72.87453
Finland,2021-09-12,73.34686
Finland,2021-09-19,73.75915
Finland,2021-09-26,74.130486
Finland,2021-10-03,74.45399
Finland,2021-10-10,74.782974
Finland,2021-10-17,75.20223
Finland,2021-10-24,75.619736
Finland,2021-10-31,76.00377
Finland,2021-11-07,76.27788
Finland,2021-11-14,76.514015
Finland,2021-11-21,76.76482
Finland,2022-01-18,76.82644
Finland,2022-01-19,76.87422
Finland,2022-01-20,76.90279
Finland,2022-01-25,77.05017
Finland,2022-01-26,77.0787
Finland,2022-01-27,77.09947
Finland,2022-01-28,77.1201
Finland,2022-01-29,77.14821
Finland,2022-01-30,77.17225
Finland,2022-01-31,78.799545
Finland,2022-02-01,78.82348
Finland,2022-02-02,78.85382
Finland,2022-02-03,78.88323
Finland,2022-02-04,79.56797
Finland,2022-02-05,79.6124
Finland,2022-02-07,79.66614
Finland,2022-02-08,80.03232
Finland,2022-02-09,80.055626
Finland,2022-03-06,80.06665
Finland,2022-03-07,80.06888
Finland,2022-03-08,80.06985
Finland,2022-03-09,80.07423
Finland,2022-03-16,80.793274
Finland,2022-03-23,80.87693
Finland,2022-03-29,80.9009
Finland,2022-04-05,80.92181
Finland,2022-04-13,80.94565
Finland,2022-04-20,80.95865
Finland,2022-04-27,80.97843
Finland,2022-05-04,80.99271
Finland,2022-05-11,81.01113
Finland,2022-05-22,81.026985
Finland,2022-05-25,81.04695
Finland,2022-06-01,81.05564
Finland,2022-06-09,81.0692
Finland,2022-06-15,81.08317
